19:25:03.395 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:25:03.558 INFO  ExecHelper - Result: 0
19:25:04.097 INFO  ReductionDriver - Starting reduction for variant_517
19:25:04.113 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_lock_step/variant_517.comp reduction_results/rtx_4070/syn_lock_step/variant_517/variant_517.json
19:25:04.115 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:25:04.115 INFO  ExecHelper - Result: 127
19:25:04.115 INFO  CustomFileJudge - Custom file judge result: 127
19:25:04.115 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:25:04.121 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_lock_step/variant_517.comp reduction_results/rtx_4070/syn_lock_step/variant_517/variant_517.json
19:25:04.122 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:25:04.122 INFO  ExecHelper - Result: 127
19:25:04.122 INFO  CustomFileJudge - Custom file judge result: 127
19:25:04.122 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:25:04.127 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_lock_step/variant_517.comp reduction_results/rtx_4070/syn_lock_step/variant_517/variant_517.json
19:25:04.128 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:25:04.129 INFO  ExecHelper - Result: 127
19:25:04.129 INFO  CustomFileJudge - Custom file judge result: 127
19:25:04.129 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:25:04.133 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_lock_step/variant_517.comp reduction_results/rtx_4070/syn_lock_step/variant_517/variant_517.json
19:25:04.135 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:25:04.135 INFO  ExecHelper - Result: 127
19:25:04.135 INFO  CustomFileJudge - Custom file judge result: 127
19:25:04.135 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:25:04.139 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_lock_step/variant_517.comp reduction_results/rtx_4070/syn_lock_step/variant_517/variant_517.json
19:25:04.141 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:25:04.141 INFO  ExecHelper - Result: 127
19:25:04.141 INFO  CustomFileJudge - Custom file judge result: 127
19:25:04.141 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:25:04.141 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/rtx_4070/syn_lock_step/variant_517.json interestingness_test --output reduction_results/rtx_4070/syn_lock_step/variant_517 /opt/reduce/rtx_4070/syn_lock_step/variant_517.comp
