19:25:26.943 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:25:27.153 INFO  ExecHelper - Result: 0
19:25:27.529 INFO  ReductionDriver - Starting reduction for variant_341
19:25:27.543 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_lock_step_relax/variant_341.comp reduction_results/rtx_4070/syn_lock_step_relax/variant_341/variant_341.json
19:25:27.544 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:25:27.544 INFO  ExecHelper - Result: 127
19:25:27.544 INFO  CustomFileJudge - Custom file judge result: 127
19:25:27.544 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:25:27.549 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_lock_step_relax/variant_341.comp reduction_results/rtx_4070/syn_lock_step_relax/variant_341/variant_341.json
19:25:27.551 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:25:27.551 INFO  ExecHelper - Result: 127
19:25:27.551 INFO  CustomFileJudge - Custom file judge result: 127
19:25:27.551 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:25:27.556 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_lock_step_relax/variant_341.comp reduction_results/rtx_4070/syn_lock_step_relax/variant_341/variant_341.json
19:25:27.557 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:25:27.557 INFO  ExecHelper - Result: 127
19:25:27.557 INFO  CustomFileJudge - Custom file judge result: 127
19:25:27.557 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:25:27.562 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_lock_step_relax/variant_341.comp reduction_results/rtx_4070/syn_lock_step_relax/variant_341/variant_341.json
19:25:27.563 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:25:27.563 INFO  ExecHelper - Result: 127
19:25:27.563 INFO  CustomFileJudge - Custom file judge result: 127
19:25:27.563 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:25:27.571 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_lock_step_relax/variant_341.comp reduction_results/rtx_4070/syn_lock_step_relax/variant_341/variant_341.json
19:25:27.572 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:25:27.572 INFO  ExecHelper - Result: 127
19:25:27.573 INFO  CustomFileJudge - Custom file judge result: 127
19:25:27.573 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:25:27.573 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/rtx_4070/syn_lock_step_relax/variant_341.json interestingness_test --output reduction_results/rtx_4070/syn_lock_step_relax/variant_341 /opt/reduce/rtx_4070/syn_lock_step_relax/variant_341.comp
