19:24:43.346 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:24:43.429 INFO  ExecHelper - Result: 0
19:24:44.121 INFO  ReductionDriver - Starting reduction for variant_970
19:24:44.140 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_release/variant_970.comp reduction_results/rtx_4070/syn_branch_syn_release/variant_970/variant_970.json
19:24:44.141 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:44.141 INFO  ExecHelper - Result: 127
19:24:44.141 INFO  CustomFileJudge - Custom file judge result: 127
19:24:44.141 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:24:44.150 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_release/variant_970.comp reduction_results/rtx_4070/syn_branch_syn_release/variant_970/variant_970.json
19:24:44.151 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:44.151 INFO  ExecHelper - Result: 127
19:24:44.151 INFO  CustomFileJudge - Custom file judge result: 127
19:24:44.151 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:24:44.160 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_release/variant_970.comp reduction_results/rtx_4070/syn_branch_syn_release/variant_970/variant_970.json
19:24:44.161 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:44.161 INFO  ExecHelper - Result: 127
19:24:44.161 INFO  CustomFileJudge - Custom file judge result: 127
19:24:44.161 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:24:44.168 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_release/variant_970.comp reduction_results/rtx_4070/syn_branch_syn_release/variant_970/variant_970.json
19:24:44.169 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:44.169 INFO  ExecHelper - Result: 127
19:24:44.169 INFO  CustomFileJudge - Custom file judge result: 127
19:24:44.169 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:24:44.176 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_release/variant_970.comp reduction_results/rtx_4070/syn_branch_syn_release/variant_970/variant_970.json
19:24:44.177 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:44.177 INFO  ExecHelper - Result: 127
19:24:44.177 INFO  CustomFileJudge - Custom file judge result: 127
19:24:44.177 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:24:44.177 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/rtx_4070/syn_branch_syn_release/variant_970.json interestingness_test --output reduction_results/rtx_4070/syn_branch_syn_release/variant_970 /opt/reduce/rtx_4070/syn_branch_syn_release/variant_970.comp
