18:50:32.086 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
18:50:32.233 INFO  ExecHelper - Result: 0
18:50:32.647 INFO  ReductionDriver - Starting reduction for variant_037
18:50:32.659 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_memory_converge/variant_037.comp reduction_results/intel_iris_xe_graphics/syn_memory_converge/variant_037/variant_037.json
18:50:32.661 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:50:32.661 INFO  ExecHelper - Result: 127
18:50:32.662 INFO  CustomFileJudge - Custom file judge result: 127
18:50:32.662 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
18:50:32.665 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_memory_converge/variant_037.comp reduction_results/intel_iris_xe_graphics/syn_memory_converge/variant_037/variant_037.json
18:50:32.666 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:50:32.666 INFO  ExecHelper - Result: 127
18:50:32.666 INFO  CustomFileJudge - Custom file judge result: 127
18:50:32.666 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
18:50:32.670 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_memory_converge/variant_037.comp reduction_results/intel_iris_xe_graphics/syn_memory_converge/variant_037/variant_037.json
18:50:32.671 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:50:32.671 INFO  ExecHelper - Result: 127
18:50:32.671 INFO  CustomFileJudge - Custom file judge result: 127
18:50:32.671 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
18:50:32.674 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_memory_converge/variant_037.comp reduction_results/intel_iris_xe_graphics/syn_memory_converge/variant_037/variant_037.json
18:50:32.675 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:50:32.675 INFO  ExecHelper - Result: 127
18:50:32.675 INFO  CustomFileJudge - Custom file judge result: 127
18:50:32.675 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
18:50:32.678 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_memory_converge/variant_037.comp reduction_results/intel_iris_xe_graphics/syn_memory_converge/variant_037/variant_037.json
18:50:32.679 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:50:32.679 INFO  ExecHelper - Result: 127
18:50:32.679 INFO  CustomFileJudge - Custom file judge result: 127
18:50:32.679 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
18:50:32.679 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/intel_iris_xe_graphics/syn_memory_converge/variant_037.json interestingness_test --output reduction_results/intel_iris_xe_graphics/syn_memory_converge/variant_037 /opt/reduce/intel_iris_xe_graphics/syn_memory_converge/variant_037.comp
