19:56:47.450 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:56:47.523 INFO  ExecHelper - Result: 0
19:56:48.287 INFO  ReductionDriver - Starting reduction for variant_835
19:56:48.328 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_subgroup_op_release/variant_835.comp reduction_results/rtx_4070/syn_subgroup_op_release/variant_835/variant_835.json
19:56:48.330 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:56:48.330 INFO  ExecHelper - Result: 127
19:56:48.330 INFO  CustomFileJudge - Custom file judge result: 127
19:56:48.330 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:56:48.358 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_subgroup_op_release/variant_835.comp reduction_results/rtx_4070/syn_subgroup_op_release/variant_835/variant_835.json
19:56:48.359 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:56:48.359 INFO  ExecHelper - Result: 127
19:56:48.359 INFO  CustomFileJudge - Custom file judge result: 127
19:56:48.359 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:56:48.385 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_subgroup_op_release/variant_835.comp reduction_results/rtx_4070/syn_subgroup_op_release/variant_835/variant_835.json
19:56:48.386 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:56:48.386 INFO  ExecHelper - Result: 127
19:56:48.386 INFO  CustomFileJudge - Custom file judge result: 127
19:56:48.386 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:56:48.411 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_subgroup_op_release/variant_835.comp reduction_results/rtx_4070/syn_subgroup_op_release/variant_835/variant_835.json
19:56:48.413 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:56:48.414 INFO  ExecHelper - Result: 127
19:56:48.414 INFO  CustomFileJudge - Custom file judge result: 127
19:56:48.414 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:56:48.438 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_subgroup_op_release/variant_835.comp reduction_results/rtx_4070/syn_subgroup_op_release/variant_835/variant_835.json
19:56:48.440 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:56:48.440 INFO  ExecHelper - Result: 127
19:56:48.440 INFO  CustomFileJudge - Custom file judge result: 127
19:56:48.440 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:56:48.440 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/rtx_4070/syn_subgroup_op_release/variant_835.json interestingness_test --output reduction_results/rtx_4070/syn_subgroup_op_release/variant_835 /opt/reduce/rtx_4070/syn_subgroup_op_release/variant_835.comp
