19:22:37.749 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:22:37.807 INFO  ExecHelper - Result: 0
19:22:38.406 INFO  ReductionDriver - Starting reduction for variant_930
19:22:38.432 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930/variant_930.json
19:22:38.434 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:22:38.434 INFO  ExecHelper - Result: 127
19:22:38.434 INFO  CustomFileJudge - Custom file judge result: 127
19:22:38.434 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:22:38.449 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930/variant_930.json
19:22:38.450 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:22:38.451 INFO  ExecHelper - Result: 127
19:22:38.451 INFO  CustomFileJudge - Custom file judge result: 127
19:22:38.451 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:22:38.464 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930/variant_930.json
19:22:38.465 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:22:38.465 INFO  ExecHelper - Result: 127
19:22:38.465 INFO  CustomFileJudge - Custom file judge result: 127
19:22:38.465 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:22:38.477 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930/variant_930.json
19:22:38.478 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:22:38.478 INFO  ExecHelper - Result: 127
19:22:38.478 INFO  CustomFileJudge - Custom file judge result: 127
19:22:38.478 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:22:38.489 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930/variant_930.json
19:22:38.490 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:22:38.490 INFO  ExecHelper - Result: 127
19:22:38.490 INFO  CustomFileJudge - Custom file judge result: 127
19:22:38.490 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:22:38.490 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930.json interestingness_test --output reduction_results/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930 /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_release/variant_930.comp
