19:21:07.869 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:21:07.945 INFO  ExecHelper - Result: 0
19:21:08.610 INFO  ReductionDriver - Starting reduction for variant_707
19:21:08.628 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707/variant_707.json
19:21:08.630 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:21:08.630 INFO  ExecHelper - Result: 127
19:21:08.630 INFO  CustomFileJudge - Custom file judge result: 127
19:21:08.630 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:21:08.641 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707/variant_707.json
19:21:08.642 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:21:08.642 INFO  ExecHelper - Result: 127
19:21:08.642 INFO  CustomFileJudge - Custom file judge result: 127
19:21:08.642 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:21:08.651 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707/variant_707.json
19:21:08.652 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:21:08.652 INFO  ExecHelper - Result: 127
19:21:08.652 INFO  CustomFileJudge - Custom file judge result: 127
19:21:08.652 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:21:08.660 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707/variant_707.json
19:21:08.661 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:21:08.661 INFO  ExecHelper - Result: 127
19:21:08.661 INFO  CustomFileJudge - Custom file judge result: 127
19:21:08.661 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:21:08.669 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707/variant_707.json
19:21:08.670 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:21:08.670 INFO  ExecHelper - Result: 127
19:21:08.670 INFO  CustomFileJudge - Custom file judge result: 127
19:21:08.670 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:21:08.670 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707.json interestingness_test --output reduction_results/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707 /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op_relax/variant_707.comp
