18:40:12.261 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
18:40:12.308 INFO  ExecHelper - Result: 0
18:40:12.365 INFO  ReductionDriver - Starting reduction for variant_915
18:40:12.370 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915.comp reduction_results/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915/variant_915.json
18:40:12.371 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:40:12.372 INFO  ExecHelper - Result: 127
18:40:12.372 INFO  CustomFileJudge - Custom file judge result: 127
18:40:12.372 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
18:40:12.374 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915.comp reduction_results/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915/variant_915.json
18:40:12.375 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:40:12.375 INFO  ExecHelper - Result: 127
18:40:12.375 INFO  CustomFileJudge - Custom file judge result: 127
18:40:12.375 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
18:40:12.377 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915.comp reduction_results/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915/variant_915.json
18:40:12.377 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:40:12.378 INFO  ExecHelper - Result: 127
18:40:12.378 INFO  CustomFileJudge - Custom file judge result: 127
18:40:12.378 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
18:40:12.379 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915.comp reduction_results/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915/variant_915.json
18:40:12.380 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:40:12.380 INFO  ExecHelper - Result: 127
18:40:12.380 INFO  CustomFileJudge - Custom file judge result: 127
18:40:12.380 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
18:40:12.381 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915.comp reduction_results/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915/variant_915.json
18:40:12.382 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:40:12.382 INFO  ExecHelper - Result: 127
18:40:12.382 INFO  CustomFileJudge - Custom file judge result: 127
18:40:12.382 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
18:40:12.382 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915.json interestingness_test --output reduction_results/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915 /opt/reduce/cezanne_radeon_vega/syn_memory_converge_atomic/variant_915.comp
