19:55:13.655 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:55:13.725 INFO  ExecHelper - Result: 0
19:55:14.177 INFO  ReductionDriver - Starting reduction for variant_114
19:55:14.193 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_subgroup_op/variant_114.comp reduction_results/rtx_4070/syn_subgroup_op/variant_114/variant_114.json
19:55:14.195 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:55:14.195 INFO  ExecHelper - Result: 127
19:55:14.195 INFO  CustomFileJudge - Custom file judge result: 127
19:55:14.195 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:55:14.203 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_subgroup_op/variant_114.comp reduction_results/rtx_4070/syn_subgroup_op/variant_114/variant_114.json
19:55:14.204 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:55:14.204 INFO  ExecHelper - Result: 127
19:55:14.204 INFO  CustomFileJudge - Custom file judge result: 127
19:55:14.204 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:55:14.211 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_subgroup_op/variant_114.comp reduction_results/rtx_4070/syn_subgroup_op/variant_114/variant_114.json
19:55:14.212 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:55:14.212 INFO  ExecHelper - Result: 127
19:55:14.212 INFO  CustomFileJudge - Custom file judge result: 127
19:55:14.212 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:55:14.218 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_subgroup_op/variant_114.comp reduction_results/rtx_4070/syn_subgroup_op/variant_114/variant_114.json
19:55:14.219 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:55:14.220 INFO  ExecHelper - Result: 127
19:55:14.220 INFO  CustomFileJudge - Custom file judge result: 127
19:55:14.220 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:55:14.225 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_subgroup_op/variant_114.comp reduction_results/rtx_4070/syn_subgroup_op/variant_114/variant_114.json
19:55:14.226 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:55:14.226 INFO  ExecHelper - Result: 127
19:55:14.226 INFO  CustomFileJudge - Custom file judge result: 127
19:55:14.226 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:55:14.226 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/rtx_4070/syn_subgroup_op/variant_114.json interestingness_test --output reduction_results/rtx_4070/syn_subgroup_op/variant_114 /opt/reduce/rtx_4070/syn_subgroup_op/variant_114.comp
