19:24:29.138 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:24:29.225 INFO  ExecHelper - Result: 0
19:24:29.741 INFO  ReductionDriver - Starting reduction for variant_403
19:24:29.756 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_release/variant_403.comp reduction_results/rtx_4070/syn_branch_syn_release/variant_403/variant_403.json
19:24:29.758 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:29.758 INFO  ExecHelper - Result: 127
19:24:29.758 INFO  CustomFileJudge - Custom file judge result: 127
19:24:29.758 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:24:29.763 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_release/variant_403.comp reduction_results/rtx_4070/syn_branch_syn_release/variant_403/variant_403.json
19:24:29.764 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:29.764 INFO  ExecHelper - Result: 127
19:24:29.764 INFO  CustomFileJudge - Custom file judge result: 127
19:24:29.764 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:24:29.769 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_release/variant_403.comp reduction_results/rtx_4070/syn_branch_syn_release/variant_403/variant_403.json
19:24:29.769 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:29.769 INFO  ExecHelper - Result: 127
19:24:29.770 INFO  CustomFileJudge - Custom file judge result: 127
19:24:29.770 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:24:29.775 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_release/variant_403.comp reduction_results/rtx_4070/syn_branch_syn_release/variant_403/variant_403.json
19:24:29.775 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:29.776 INFO  ExecHelper - Result: 127
19:24:29.776 INFO  CustomFileJudge - Custom file judge result: 127
19:24:29.776 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:24:29.781 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_release/variant_403.comp reduction_results/rtx_4070/syn_branch_syn_release/variant_403/variant_403.json
19:24:29.782 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:29.782 INFO  ExecHelper - Result: 127
19:24:29.782 INFO  CustomFileJudge - Custom file judge result: 127
19:24:29.782 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:24:29.782 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/rtx_4070/syn_branch_syn_release/variant_403.json interestingness_test --output reduction_results/rtx_4070/syn_branch_syn_release/variant_403 /opt/reduce/rtx_4070/syn_branch_syn_release/variant_403.comp
