19:09:10.537 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:09:10.587 INFO  ExecHelper - Result: 0
19:09:10.647 INFO  ReductionDriver - Starting reduction for variant_342
19:09:10.652 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342.comp reduction_results/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342/variant_342.json
19:09:10.654 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:09:10.654 INFO  ExecHelper - Result: 127
19:09:10.654 INFO  CustomFileJudge - Custom file judge result: 127
19:09:10.654 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:09:10.655 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342.comp reduction_results/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342/variant_342.json
19:09:10.656 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:09:10.657 INFO  ExecHelper - Result: 127
19:09:10.657 INFO  CustomFileJudge - Custom file judge result: 127
19:09:10.657 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:09:10.657 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342.comp reduction_results/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342/variant_342.json
19:09:10.658 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:09:10.659 INFO  ExecHelper - Result: 127
19:09:10.659 INFO  CustomFileJudge - Custom file judge result: 127
19:09:10.659 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:09:10.659 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342.comp reduction_results/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342/variant_342.json
19:09:10.660 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:09:10.661 INFO  ExecHelper - Result: 127
19:09:10.661 INFO  CustomFileJudge - Custom file judge result: 127
19:09:10.661 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:09:10.661 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342.comp reduction_results/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342/variant_342.json
19:09:10.662 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:09:10.663 INFO  ExecHelper - Result: 127
19:09:10.663 INFO  CustomFileJudge - Custom file judge result: 127
19:09:10.663 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:09:10.663 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342.json interestingness_test --output reduction_results/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342 /opt/reduce/intel_iris_xe_graphics/syn_memory_converge_atomic/variant_342.comp
