18:45:51.671 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
18:45:51.720 INFO  ExecHelper - Result: 0
18:45:51.779 INFO  ReductionDriver - Starting reduction for variant_056
18:45:51.784 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_release/variant_056.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_release/variant_056/variant_056.json
18:45:51.785 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:45:51.786 INFO  ExecHelper - Result: 127
18:45:51.786 INFO  CustomFileJudge - Custom file judge result: 127
18:45:51.786 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
18:45:51.787 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_release/variant_056.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_release/variant_056/variant_056.json
18:45:51.787 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:45:51.788 INFO  ExecHelper - Result: 127
18:45:51.788 INFO  CustomFileJudge - Custom file judge result: 127
18:45:51.788 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
18:45:51.789 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_release/variant_056.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_release/variant_056/variant_056.json
18:45:51.789 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:45:51.790 INFO  ExecHelper - Result: 127
18:45:51.790 INFO  CustomFileJudge - Custom file judge result: 127
18:45:51.790 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
18:45:51.791 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_release/variant_056.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_release/variant_056/variant_056.json
18:45:51.792 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:45:51.792 INFO  ExecHelper - Result: 127
18:45:51.792 INFO  CustomFileJudge - Custom file judge result: 127
18:45:51.792 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
18:45:51.793 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_release/variant_056.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_release/variant_056/variant_056.json
18:45:51.794 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:45:51.794 INFO  ExecHelper - Result: 127
18:45:51.794 INFO  CustomFileJudge - Custom file judge result: 127
18:45:51.794 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
18:45:51.794 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_release/variant_056.json interestingness_test --output reduction_results/intel_iris_xe_graphics/syn_branch_syn_release/variant_056 /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_release/variant_056.comp
