19:24:00.955 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:24:01.035 INFO  ExecHelper - Result: 0
19:24:01.825 INFO  ReductionDriver - Starting reduction for variant_592
19:24:01.840 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_relax/variant_592.comp reduction_results/rtx_4070/syn_branch_syn_relax/variant_592/variant_592.json
19:24:01.842 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:01.842 INFO  ExecHelper - Result: 127
19:24:01.842 INFO  CustomFileJudge - Custom file judge result: 127
19:24:01.842 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:24:01.849 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_relax/variant_592.comp reduction_results/rtx_4070/syn_branch_syn_relax/variant_592/variant_592.json
19:24:01.860 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:01.861 INFO  ExecHelper - Result: 127
19:24:01.861 INFO  CustomFileJudge - Custom file judge result: 127
19:24:01.861 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:24:01.876 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_relax/variant_592.comp reduction_results/rtx_4070/syn_branch_syn_relax/variant_592/variant_592.json
19:24:01.878 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:01.878 INFO  ExecHelper - Result: 127
19:24:01.878 INFO  CustomFileJudge - Custom file judge result: 127
19:24:01.878 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:24:01.888 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_relax/variant_592.comp reduction_results/rtx_4070/syn_branch_syn_relax/variant_592/variant_592.json
19:24:01.889 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:01.889 INFO  ExecHelper - Result: 127
19:24:01.889 INFO  CustomFileJudge - Custom file judge result: 127
19:24:01.889 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:24:01.896 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn_relax/variant_592.comp reduction_results/rtx_4070/syn_branch_syn_relax/variant_592/variant_592.json
19:24:01.897 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:24:01.897 INFO  ExecHelper - Result: 127
19:24:01.897 INFO  CustomFileJudge - Custom file judge result: 127
19:24:01.897 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:24:01.897 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/rtx_4070/syn_branch_syn_relax/variant_592.json interestingness_test --output reduction_results/rtx_4070/syn_branch_syn_relax/variant_592 /opt/reduce/rtx_4070/syn_branch_syn_relax/variant_592.comp
