18:44:55.113 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
18:44:55.135 INFO  ExecHelper - Result: 0
18:44:55.194 INFO  ReductionDriver - Starting reduction for variant_242
18:44:55.198 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242/variant_242.json
18:44:55.200 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:44:55.200 INFO  ExecHelper - Result: 127
18:44:55.200 INFO  CustomFileJudge - Custom file judge result: 127
18:44:55.200 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
18:44:55.201 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242/variant_242.json
18:44:55.202 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:44:55.203 INFO  ExecHelper - Result: 127
18:44:55.203 INFO  CustomFileJudge - Custom file judge result: 127
18:44:55.203 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
18:44:55.203 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242/variant_242.json
18:44:55.204 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:44:55.205 INFO  ExecHelper - Result: 127
18:44:55.205 INFO  CustomFileJudge - Custom file judge result: 127
18:44:55.205 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
18:44:55.206 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242/variant_242.json
18:44:55.206 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:44:55.207 INFO  ExecHelper - Result: 127
18:44:55.207 INFO  CustomFileJudge - Custom file judge result: 127
18:44:55.207 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
18:44:55.207 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242/variant_242.json
18:44:55.208 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:44:55.209 INFO  ExecHelper - Result: 127
18:44:55.209 INFO  CustomFileJudge - Custom file judge result: 127
18:44:55.209 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
18:44:55.209 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242.json interestingness_test --output reduction_results/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242 /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_242.comp
