18:43:24.123 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
18:43:24.235 INFO  ExecHelper - Result: 0
18:43:25.258 INFO  ReductionDriver - Starting reduction for variant_096
18:43:25.283 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn/variant_096.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn/variant_096/variant_096.json
18:43:25.285 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:43:25.285 INFO  ExecHelper - Result: 127
18:43:25.285 INFO  CustomFileJudge - Custom file judge result: 127
18:43:25.285 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
18:43:25.297 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn/variant_096.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn/variant_096/variant_096.json
18:43:25.298 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:43:25.298 INFO  ExecHelper - Result: 127
18:43:25.298 INFO  CustomFileJudge - Custom file judge result: 127
18:43:25.298 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
18:43:25.308 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn/variant_096.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn/variant_096/variant_096.json
18:43:25.310 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:43:25.310 INFO  ExecHelper - Result: 127
18:43:25.310 INFO  CustomFileJudge - Custom file judge result: 127
18:43:25.310 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
18:43:25.320 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn/variant_096.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn/variant_096/variant_096.json
18:43:25.321 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:43:25.322 INFO  ExecHelper - Result: 127
18:43:25.322 INFO  CustomFileJudge - Custom file judge result: 127
18:43:25.322 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
18:43:25.331 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn/variant_096.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn/variant_096/variant_096.json
18:43:25.332 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:43:25.332 INFO  ExecHelper - Result: 127
18:43:25.332 INFO  CustomFileJudge - Custom file judge result: 127
18:43:25.332 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
18:43:25.332 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/intel_iris_xe_graphics/syn_branch_syn/variant_096.json interestingness_test --output reduction_results/intel_iris_xe_graphics/syn_branch_syn/variant_096 /opt/reduce/intel_iris_xe_graphics/syn_branch_syn/variant_096.comp
