18:22:05.313 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
18:22:05.365 INFO  ExecHelper - Result: 0
18:22:05.426 INFO  ReductionDriver - Starting reduction for variant_598
18:22:05.432 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_memory_converge/variant_598.comp reduction_results/cezanne_radeon_vega/syn_memory_converge/variant_598/variant_598.json
18:22:05.433 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:22:05.434 INFO  ExecHelper - Result: 127
18:22:05.434 INFO  CustomFileJudge - Custom file judge result: 127
18:22:05.434 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
18:22:05.434 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_memory_converge/variant_598.comp reduction_results/cezanne_radeon_vega/syn_memory_converge/variant_598/variant_598.json
18:22:05.435 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:22:05.436 INFO  ExecHelper - Result: 127
18:22:05.436 INFO  CustomFileJudge - Custom file judge result: 127
18:22:05.436 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
18:22:05.436 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_memory_converge/variant_598.comp reduction_results/cezanne_radeon_vega/syn_memory_converge/variant_598/variant_598.json
18:22:05.437 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:22:05.438 INFO  ExecHelper - Result: 127
18:22:05.438 INFO  CustomFileJudge - Custom file judge result: 127
18:22:05.438 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
18:22:05.438 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_memory_converge/variant_598.comp reduction_results/cezanne_radeon_vega/syn_memory_converge/variant_598/variant_598.json
18:22:05.439 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:22:05.440 INFO  ExecHelper - Result: 127
18:22:05.440 INFO  CustomFileJudge - Custom file judge result: 127
18:22:05.440 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
18:22:05.440 INFO  ExecHelper - interestingness_test /opt/reduce/cezanne_radeon_vega/syn_memory_converge/variant_598.comp reduction_results/cezanne_radeon_vega/syn_memory_converge/variant_598/variant_598.json
18:22:05.441 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:22:05.442 INFO  ExecHelper - Result: 127
18:22:05.442 INFO  CustomFileJudge - Custom file judge result: 127
18:22:05.442 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
18:22:05.442 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/cezanne_radeon_vega/syn_memory_converge/variant_598.json interestingness_test --output reduction_results/cezanne_radeon_vega/syn_memory_converge/variant_598 /opt/reduce/cezanne_radeon_vega/syn_memory_converge/variant_598.comp
