19:44:05.219 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:44:05.318 INFO  ExecHelper - Result: 0
19:44:05.904 INFO  ReductionDriver - Starting reduction for variant_266
19:44:05.919 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_memory_converge_atomic/variant_266.comp reduction_results/rtx_4070/syn_memory_converge_atomic/variant_266/variant_266.json
19:44:05.920 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:44:05.920 INFO  ExecHelper - Result: 127
19:44:05.920 INFO  CustomFileJudge - Custom file judge result: 127
19:44:05.920 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:44:05.926 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_memory_converge_atomic/variant_266.comp reduction_results/rtx_4070/syn_memory_converge_atomic/variant_266/variant_266.json
19:44:05.927 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:44:05.927 INFO  ExecHelper - Result: 127
19:44:05.927 INFO  CustomFileJudge - Custom file judge result: 127
19:44:05.927 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:44:05.935 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_memory_converge_atomic/variant_266.comp reduction_results/rtx_4070/syn_memory_converge_atomic/variant_266/variant_266.json
19:44:05.937 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:44:05.937 INFO  ExecHelper - Result: 127
19:44:05.937 INFO  CustomFileJudge - Custom file judge result: 127
19:44:05.937 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:44:05.944 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_memory_converge_atomic/variant_266.comp reduction_results/rtx_4070/syn_memory_converge_atomic/variant_266/variant_266.json
19:44:05.945 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:44:05.946 INFO  ExecHelper - Result: 127
19:44:05.946 INFO  CustomFileJudge - Custom file judge result: 127
19:44:05.946 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:44:05.951 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_memory_converge_atomic/variant_266.comp reduction_results/rtx_4070/syn_memory_converge_atomic/variant_266/variant_266.json
19:44:05.951 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:44:05.952 INFO  ExecHelper - Result: 127
19:44:05.952 INFO  CustomFileJudge - Custom file judge result: 127
19:44:05.952 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:44:05.952 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/rtx_4070/syn_memory_converge_atomic/variant_266.json interestingness_test --output reduction_results/rtx_4070/syn_memory_converge_atomic/variant_266 /opt/reduce/rtx_4070/syn_memory_converge_atomic/variant_266.comp
