19:19:12.488 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:19:12.561 INFO  ExecHelper - Result: 0
19:19:13.001 INFO  ReductionDriver - Starting reduction for variant_114
19:19:13.018 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op/variant_114.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op/variant_114/variant_114.json
19:19:13.020 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:19:13.020 INFO  ExecHelper - Result: 127
19:19:13.020 INFO  CustomFileJudge - Custom file judge result: 127
19:19:13.020 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:19:13.036 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op/variant_114.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op/variant_114/variant_114.json
19:19:13.038 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:19:13.038 INFO  ExecHelper - Result: 127
19:19:13.038 INFO  CustomFileJudge - Custom file judge result: 127
19:19:13.038 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:19:13.053 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op/variant_114.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op/variant_114/variant_114.json
19:19:13.054 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:19:13.055 INFO  ExecHelper - Result: 127
19:19:13.055 INFO  CustomFileJudge - Custom file judge result: 127
19:19:13.055 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:19:13.061 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op/variant_114.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op/variant_114/variant_114.json
19:19:13.063 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:19:13.063 INFO  ExecHelper - Result: 127
19:19:13.063 INFO  CustomFileJudge - Custom file judge result: 127
19:19:13.063 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:19:13.068 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op/variant_114.comp reduction_results/intel_iris_xe_graphics/syn_subgroup_op/variant_114/variant_114.json
19:19:13.077 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:19:13.077 INFO  ExecHelper - Result: 127
19:19:13.077 INFO  CustomFileJudge - Custom file judge result: 127
19:19:13.077 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:19:13.077 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op/variant_114.json interestingness_test --output reduction_results/intel_iris_xe_graphics/syn_subgroup_op/variant_114 /opt/reduce/intel_iris_xe_graphics/syn_subgroup_op/variant_114.comp
