18:46:53.740 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
18:46:53.895 INFO  ExecHelper - Result: 0
18:46:54.326 INFO  ReductionDriver - Starting reduction for variant_074
18:46:54.339 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step/variant_074.comp reduction_results/intel_iris_xe_graphics/syn_lock_step/variant_074/variant_074.json
18:46:54.341 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:46:54.341 INFO  ExecHelper - Result: 127
18:46:54.341 INFO  CustomFileJudge - Custom file judge result: 127
18:46:54.341 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
18:46:54.346 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step/variant_074.comp reduction_results/intel_iris_xe_graphics/syn_lock_step/variant_074/variant_074.json
18:46:54.347 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:46:54.347 INFO  ExecHelper - Result: 127
18:46:54.348 INFO  CustomFileJudge - Custom file judge result: 127
18:46:54.348 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
18:46:54.352 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step/variant_074.comp reduction_results/intel_iris_xe_graphics/syn_lock_step/variant_074/variant_074.json
18:46:54.353 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:46:54.353 INFO  ExecHelper - Result: 127
18:46:54.353 INFO  CustomFileJudge - Custom file judge result: 127
18:46:54.353 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
18:46:54.357 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step/variant_074.comp reduction_results/intel_iris_xe_graphics/syn_lock_step/variant_074/variant_074.json
18:46:54.358 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:46:54.358 INFO  ExecHelper - Result: 127
18:46:54.358 INFO  CustomFileJudge - Custom file judge result: 127
18:46:54.358 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
18:46:54.362 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step/variant_074.comp reduction_results/intel_iris_xe_graphics/syn_lock_step/variant_074/variant_074.json
18:46:54.363 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:46:54.363 INFO  ExecHelper - Result: 127
18:46:54.363 INFO  CustomFileJudge - Custom file judge result: 127
18:46:54.363 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
18:46:54.363 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/intel_iris_xe_graphics/syn_lock_step/variant_074.json interestingness_test --output reduction_results/intel_iris_xe_graphics/syn_lock_step/variant_074 /opt/reduce/intel_iris_xe_graphics/syn_lock_step/variant_074.comp
