18:49:52.046 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
18:49:52.146 INFO  ExecHelper - Result: 0
18:49:52.899 INFO  ReductionDriver - Starting reduction for variant_860
18:49:52.931 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step_release/variant_860.comp reduction_results/intel_iris_xe_graphics/syn_lock_step_release/variant_860/variant_860.json
18:49:52.932 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:49:52.932 INFO  ExecHelper - Result: 127
18:49:52.933 INFO  CustomFileJudge - Custom file judge result: 127
18:49:52.933 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
18:49:52.960 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step_release/variant_860.comp reduction_results/intel_iris_xe_graphics/syn_lock_step_release/variant_860/variant_860.json
18:49:52.962 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:49:52.962 INFO  ExecHelper - Result: 127
18:49:52.962 INFO  CustomFileJudge - Custom file judge result: 127
18:49:52.962 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
18:49:52.979 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step_release/variant_860.comp reduction_results/intel_iris_xe_graphics/syn_lock_step_release/variant_860/variant_860.json
18:49:52.980 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:49:52.980 INFO  ExecHelper - Result: 127
18:49:52.980 INFO  CustomFileJudge - Custom file judge result: 127
18:49:52.980 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
18:49:52.997 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step_release/variant_860.comp reduction_results/intel_iris_xe_graphics/syn_lock_step_release/variant_860/variant_860.json
18:49:52.997 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:49:52.998 INFO  ExecHelper - Result: 127
18:49:52.998 INFO  CustomFileJudge - Custom file judge result: 127
18:49:52.998 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
18:49:53.013 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step_release/variant_860.comp reduction_results/intel_iris_xe_graphics/syn_lock_step_release/variant_860/variant_860.json
18:49:53.014 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:49:53.014 INFO  ExecHelper - Result: 127
18:49:53.014 INFO  CustomFileJudge - Custom file judge result: 127
18:49:53.014 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
18:49:53.014 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/intel_iris_xe_graphics/syn_lock_step_release/variant_860.json interestingness_test --output reduction_results/intel_iris_xe_graphics/syn_lock_step_release/variant_860 /opt/reduce/intel_iris_xe_graphics/syn_lock_step_release/variant_860.comp
