18:48:14.489 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
18:48:14.611 INFO  ExecHelper - Result: 0
18:48:16.180 INFO  ReductionDriver - Starting reduction for variant_301
18:48:16.202 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step_relax/variant_301.comp reduction_results/intel_iris_xe_graphics/syn_lock_step_relax/variant_301/variant_301.json
18:48:16.204 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:48:16.204 INFO  ExecHelper - Result: 127
18:48:16.204 INFO  CustomFileJudge - Custom file judge result: 127
18:48:16.204 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
18:48:16.216 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step_relax/variant_301.comp reduction_results/intel_iris_xe_graphics/syn_lock_step_relax/variant_301/variant_301.json
18:48:16.218 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:48:16.218 INFO  ExecHelper - Result: 127
18:48:16.218 INFO  CustomFileJudge - Custom file judge result: 127
18:48:16.218 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
18:48:16.228 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step_relax/variant_301.comp reduction_results/intel_iris_xe_graphics/syn_lock_step_relax/variant_301/variant_301.json
18:48:16.229 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:48:16.229 INFO  ExecHelper - Result: 127
18:48:16.229 INFO  CustomFileJudge - Custom file judge result: 127
18:48:16.229 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
18:48:16.239 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step_relax/variant_301.comp reduction_results/intel_iris_xe_graphics/syn_lock_step_relax/variant_301/variant_301.json
18:48:16.240 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:48:16.240 INFO  ExecHelper - Result: 127
18:48:16.240 INFO  CustomFileJudge - Custom file judge result: 127
18:48:16.240 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
18:48:16.249 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_lock_step_relax/variant_301.comp reduction_results/intel_iris_xe_graphics/syn_lock_step_relax/variant_301/variant_301.json
18:48:16.250 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:48:16.251 INFO  ExecHelper - Result: 127
18:48:16.251 INFO  CustomFileJudge - Custom file judge result: 127
18:48:16.251 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
18:48:16.251 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/intel_iris_xe_graphics/syn_lock_step_relax/variant_301.json interestingness_test --output reduction_results/intel_iris_xe_graphics/syn_lock_step_relax/variant_301 /opt/reduce/intel_iris_xe_graphics/syn_lock_step_relax/variant_301.comp
