19:23:17.970 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:23:18.042 INFO  ExecHelper - Result: 0
19:23:18.769 INFO  ReductionDriver - Starting reduction for variant_561
19:23:18.791 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn/variant_561.comp reduction_results/rtx_4070/syn_branch_syn/variant_561/variant_561.json
19:23:18.792 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:23:18.793 INFO  ExecHelper - Result: 127
19:23:18.793 INFO  CustomFileJudge - Custom file judge result: 127
19:23:18.793 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:23:18.803 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn/variant_561.comp reduction_results/rtx_4070/syn_branch_syn/variant_561/variant_561.json
19:23:18.804 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:23:18.804 INFO  ExecHelper - Result: 127
19:23:18.804 INFO  CustomFileJudge - Custom file judge result: 127
19:23:18.804 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:23:18.813 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn/variant_561.comp reduction_results/rtx_4070/syn_branch_syn/variant_561/variant_561.json
19:23:18.814 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:23:18.814 INFO  ExecHelper - Result: 127
19:23:18.814 INFO  CustomFileJudge - Custom file judge result: 127
19:23:18.814 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:23:18.823 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn/variant_561.comp reduction_results/rtx_4070/syn_branch_syn/variant_561/variant_561.json
19:23:18.824 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:23:18.824 INFO  ExecHelper - Result: 127
19:23:18.824 INFO  CustomFileJudge - Custom file judge result: 127
19:23:18.824 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:23:18.832 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_branch_syn/variant_561.comp reduction_results/rtx_4070/syn_branch_syn/variant_561/variant_561.json
19:23:18.833 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:23:18.833 INFO  ExecHelper - Result: 127
19:23:18.833 INFO  CustomFileJudge - Custom file judge result: 127
19:23:18.833 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:23:18.833 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/rtx_4070/syn_branch_syn/variant_561.json interestingness_test --output reduction_results/rtx_4070/syn_branch_syn/variant_561 /opt/reduce/rtx_4070/syn_branch_syn/variant_561.comp
