18:45:49.546 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
18:45:49.657 INFO  ExecHelper - Result: 0
18:45:50.246 INFO  ReductionDriver - Starting reduction for variant_998
18:45:50.271 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998/variant_998.json
18:45:50.274 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:45:50.274 INFO  ExecHelper - Result: 127
18:45:50.274 INFO  CustomFileJudge - Custom file judge result: 127
18:45:50.274 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
18:45:50.285 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998/variant_998.json
18:45:50.287 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:45:50.287 INFO  ExecHelper - Result: 127
18:45:50.287 INFO  CustomFileJudge - Custom file judge result: 127
18:45:50.287 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
18:45:50.298 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998/variant_998.json
18:45:50.299 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:45:50.299 INFO  ExecHelper - Result: 127
18:45:50.299 INFO  CustomFileJudge - Custom file judge result: 127
18:45:50.299 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
18:45:50.308 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998/variant_998.json
18:45:50.309 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:45:50.309 INFO  ExecHelper - Result: 127
18:45:50.309 INFO  CustomFileJudge - Custom file judge result: 127
18:45:50.309 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
18:45:50.317 INFO  ExecHelper - interestingness_test /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998.comp reduction_results/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998/variant_998.json
18:45:50.318 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
18:45:50.319 INFO  ExecHelper - Result: 127
18:45:50.319 INFO  CustomFileJudge - Custom file judge result: 127
18:45:50.319 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
18:45:50.319 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998.json interestingness_test --output reduction_results/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998 /opt/reduce/intel_iris_xe_graphics/syn_branch_syn_relax/variant_998.comp
