19:36:47.880 INFO  ExecHelper - /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/bin/Linux/glslangValidator -E --stdin -S comp
19:36:47.935 INFO  ExecHelper - Result: 0
19:36:47.993 INFO  ReductionDriver - Starting reduction for variant_751
19:36:47.997 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_memory_converge/variant_751.comp reduction_results/rtx_4070/syn_memory_converge/variant_751/variant_751.json
19:36:47.999 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:36:48.000 INFO  ExecHelper - Result: 127
19:36:48.000 INFO  CustomFileJudge - Custom file judge result: 127
19:36:48.000 INFO  ReductionDriver - Result from initial state is not interesting (attempt 1)
19:36:48.001 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_memory_converge/variant_751.comp reduction_results/rtx_4070/syn_memory_converge/variant_751/variant_751.json
19:36:48.001 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:36:48.002 INFO  ExecHelper - Result: 127
19:36:48.002 INFO  CustomFileJudge - Custom file judge result: 127
19:36:48.002 INFO  ReductionDriver - Result from initial state is not interesting (attempt 2)
19:36:48.003 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_memory_converge/variant_751.comp reduction_results/rtx_4070/syn_memory_converge/variant_751/variant_751.json
19:36:48.004 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:36:48.004 INFO  ExecHelper - Result: 127
19:36:48.004 INFO  CustomFileJudge - Custom file judge result: 127
19:36:48.004 INFO  ReductionDriver - Result from initial state is not interesting (attempt 3)
19:36:48.005 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_memory_converge/variant_751.comp reduction_results/rtx_4070/syn_memory_converge/variant_751/variant_751.json
19:36:48.006 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:36:48.006 INFO  ExecHelper - Result: 127
19:36:48.006 INFO  CustomFileJudge - Custom file judge result: 127
19:36:48.006 INFO  ReductionDriver - Result from initial state is not interesting (attempt 4)
19:36:48.007 INFO  ExecHelper - interestingness_test /opt/reduce/rtx_4070/syn_memory_converge/variant_751.comp reduction_results/rtx_4070/syn_memory_converge/variant_751/variant_751.json
19:36:48.008 INFO  StreamGobblerLogger - stderr.env: ‘interestingness_test’: No such file or directory
19:36:48.008 INFO  ExecHelper - Result: 127
19:36:48.008 INFO  CustomFileJudge - Custom file judge result: 127
19:36:48.008 INFO  ReductionDriver - Result from initial state is not interesting (attempt 5)
19:36:48.008 INFO  ReductionDriver - Tried 5 times; stopping.
Reduction command: java -ea -cp /opt/graphicsfuzz/graphicsfuzz/target/graphicsfuzz/python/drivers/../../jar/tool-1.0.jar com.graphicsfuzz.reducer.tool.GlslReduce /opt/reduce/rtx_4070/syn_memory_converge/variant_751.json interestingness_test --output reduction_results/rtx_4070/syn_memory_converge/variant_751 /opt/reduce/rtx_4070/syn_memory_converge/variant_751.comp
